Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
Priority Area,Indicator,Data Years,Region,County,Numerator,Denominator,Percent or Rate,Percent or Rate Unit,Indicator Performance,Concern Level,Quartile Distribution,Region Rate,State Rate,Data Comments,Date Source
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Capital Region,Albany,358,14968,79.7,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,64.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Allegany,18,2381,25.2,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York City,Bronx,6822,95653,237.7,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,121.5,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Southern Tier,Broome,86,9737,29.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,32.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Capital Region,Capital Region,923,47792,64.4,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,64.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Cattaraugus,86,4241,67.6,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Central NY,Cayuga,56,3708,50.3,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,60.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Central NY,Central NY,984,54043,60.7,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,60.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Chautauqua,68,6700,33.8,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Chemung,66,4411,49.9,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Southern Tier,Chenango,28,2412,38.7,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,32.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,North Country,Clinton,39,3676,35.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,33.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Capital Region,Columbia,38,2396,52.9,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,64.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Central NY,Cortland,30,2306,43.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,60.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Southern Tier,Delaware,23,1811,42.3,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,32.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Dutchess,247,13513,60.9,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Erie,1329,50013,88.6,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,North Country,Essex,15,1430,35,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,33.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Finger Lakes,1410,66510,70.7,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,North Country,Franklin,8,2342,11.4*,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,33.2,88,Unstable Estimate,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mohawk Valley,Fulton,52,2596,66.8,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,41.3,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Genesee,42,2955,47.4,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Capital Region,Greene,27,2068,43.5,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,64.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,North Country,Hamilton,,136,s,"ED visits rate per 10,000",Data Not Comparable,Suppressed,Data Not Available (N/A)/Data suppressed (s): s,33.2,88,Data Suppressed,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mohawk Valley,Herkimer,17,3046,18.6,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,41.3,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Tug Hill Seaway,Jefferson,78,8619,30.2,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,34.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York City,Kings,4612,175633,87.5,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,121.5,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Tug Hill Seaway,Lewis,19,1593,39.8,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,34.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Livingston,41,2669,51.2,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Long Island,Long Island,2522,154083,54.6,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,54.6,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Central NY,Madison,34,3198,35.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,60.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Mid-Hudson,2612,138705,62.8,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mohawk Valley,Mohawk Valley,155,12505,41.3,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,41.3,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Monroe,1110,39838,92.9,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mohawk Valley,Montgomery,38,3080,41.1,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,41.3,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Long Island,Nassau,1196,73833,54,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,54.6,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York City,New York,2426,69782,115.9,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,121.5,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York City,New York City,18172,498643,121.5,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,121.5,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York State,New York State,29105,1101986,88,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,88,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York State (excluding NYC),New York State (excluding NYC),10933,603343,60.4,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,60.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Niagara,238,10809,73.4,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,North Country,North Country,131,13165,33.2,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,33.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Central NY,Oneida,165,12724,43.2,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,60.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Central NY,Onondaga,604,25907,77.7,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,60.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Ontario,52,5265,32.9,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Orange,485,26694,60.6,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Orleans,39,1947,66.8,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Central NY,Oswego,95,6200,51.1,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,60.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mohawk Valley,Otsego,25,2455,33.9,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,41.3,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Putnam,56,4587,40.7,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York City,Queens,3868,130755,98.6,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,121.5,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Capital Region,Rensselaer,153,7955,64.1,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,64.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,New York City,Richmond,444,26820,55.2,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,121.5,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Rockland,327,28390,38.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Capital Region,Saratoga,114,11185,34,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,64.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Capital Region,Schenectady,233,9221,84.2,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,64.4,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mohawk Valley,Schoharie,23,1328,57.7,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,41.3,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Schuyler,6,871,23.0*,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,70.7,88,Unstable Estimate,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Seneca,17,1815,31.2,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Southern Tier,Southern Tier,197,20007,32.8,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,32.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Tug Hill Seaway,St. Lawrence,63,5388,39,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,34.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Steuben,41,5134,26.6,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Long Island,Suffolk,1326,80250,55.1,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,54.6,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Sullivan,115,4579,83.7,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Southern Tier,Tioga,16,2329,22.9,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,32.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Southern Tier,Tompkins,44,3717,39.5,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,32.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Tug Hill Seaway,Tug Hill Seaway,160,15600,34.2,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,34.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Ulster,144,7907,60.7,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,North Country,Warren,29,2794,34.6,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,33.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,North Country,Washington,39,2787,46.6,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,43.5 -< 64.1: Q3,33.2,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Wayne,64,4914,43.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Mid-Hudson,Westchester,1238,53036,77.8,"ED visits rate per 10,000",Data Not Comparable,High Concern,64.1 - 237.7: Q4,62.8,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Western NY,1839,80932,75.7,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Western NY,Wyoming,19,1886,33.6,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,75.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 0-4 years",2020-2022,Finger Lakes,Yates,13,1593,27.2,"ED visits rate per 10,000",Data Not Comparable,Low Concern,11.4 -< 43.5: Q1 - Q2,70.7,88,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Capital Region,Albany,342,22267,51.2,"ED visits rate per 10,000",Data Not Comparable,High Concern,47.8 - 200.6: Q4,39.3,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Western NY,Allegany,30,3571,28,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,51.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,New York City,Bronx,8206,136329,200.6,"ED visits rate per 10,000",Data Not Comparable,High Concern,47.8 - 200.6: Q4,113,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Southern Tier,Broome,125,14781,28.2,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,27.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Capital Region,Capital Region,850,72179,39.3,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,39.3,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Western NY,Cattaraugus,62,6532,31.6,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,51.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Central NY,Cayuga,45,5676,26.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,37.4,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Central NY,Central NY,913,81298,37.4,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,37.4,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Western NY,Chautauqua,134,10034,44.5,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,32.1 -< 47.8: Q3,51.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Finger Lakes,Chemung,59,6929,28.4,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,48.6,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Southern Tier,Chenango,37,3763,32.8,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,32.1 -< 47.8: Q3,27.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,North Country,Clinton,43,5696,25.2,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,24.1,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Capital Region,Columbia,44,3779,38.8,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,32.1 -< 47.8: Q3,39.3,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Central NY,Cortland,29,3364,28.7,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,37.4,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Southern Tier,Delaware,23,2738,28,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,27.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Mid-Hudson,Dutchess,304,20829,48.7,"ED visits rate per 10,000",Data Not Comparable,High Concern,47.8 - 200.6: Q4,45.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Western NY,Erie,1271,74085,57.2,"ED visits rate per 10,000",Data Not Comparable,High Concern,47.8 - 200.6: Q4,51.2,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,North Country,Essex,30,2219,45.1,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,32.1 -< 47.8: Q3,24.1,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Finger Lakes,Finger Lakes,1474,101155,48.6,"ED visits rate per 10,000",Data Not Comparable,No Distribution,,48.6,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,North Country,Franklin,30,3743,26.7,"ED visits rate per 10,000",Data Not Comparable,Low Concern,0.0 -< 32.1: Q1 - Q2,24.1,71.6,,SPARCS data as of July 2024
Component 1: Asthma Emergency Department Visits in New York State,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",2020-2022,Mohawk Valley,Fulton,46,4147,37,"ED visits rate per 10,000",Data Not Comparable,Moderate Concern,32.1 -< 47.8: Q3,33.8,71.6,,SPARCS data as of July 2024
