Station ID,Station Name,Description,County,Route,From Milepoint,To Milepoint,Functional Class,Latitude,Longitude,Year,Stat Type,AADT,AAWDT,Single-Unit Truck AADT,Combo-Unit Truck AADT,K-Factor,D-Factor,Station Type
#420037000000,420037,NY36 from RT 258 to EXIT 6 ACC 390I GEN EXPWY,Livingston,,11.27,12.07,Rural:Major Collector,42.66487,-77.80647,2024,Estimated,2317,,,,0.09,0.67,Short Term
#420038000000,420038,NY36 from PARK ENTRANCE to CR 64,Livingston,,18.4,19.42,Rural:Minor Arterial,42.74752,-77.8832,2024,Estimated,7407,,,,0.09,0.57,Short Term
#420041000000,420041,NY63 from Steub/Liv Co Line to START  36/63 OLAP,Livingston,,0,2.26,Urban:Minor Arterial,42.54509,-77.67605,2024,Actual,4945,,,,0.08,0.51,Short Term
#420042000000,420042,NY36 from START 36/63 OLAP to END 36/63 OLAP,Livingston,MAIN ST,1.87,1.99,Urban:Minor Arterial,42.56038,-77.69538,2024,Estimated,8916,,,,0.08,0.58,Short Term
#420043000000,420043,NY36 from EXIT 4 SB ACC 390I EXPWY to EXIT 4 NB ACC 390I  EXPWY,Livingston,CLARA BARTON ST,0.78,1.25,Urban:Minor Arterial,42.550044,-77.699398,2024,Actual,6504,,375,158,0.1,0.55,Short Term
#420044000000,420044,NY36 from EXIT 6 ACC 390I GEN EXPWY to CR 30,Livingston,,12.07,14.35,Rural:Minor Arterial,42.68614,-77.8345,2024,Estimated,6196,,,,0.08,0.58,Short Term
#420045000000,420045,US20 from RT 15 E AVON to RT 390I EXIT 10,Livingston,,11.94,12.66,Rural:Principal Arterial - Other,42.90777,-77.70165,2024,Actual,8071,,383,305,0.08,0.56,Short Term
#420046000000,420046,NY15 from NY 256/W LAKE RD to ACC RT 390I EXIT 9,Livingston,LAKEVILLE RD,22.81,23.75,Rural:Minor Arterial,42.85967,-77.71444,2024,Estimated,8993,,,,0.09,0.77,Short Term
#420048000000,420048,US20A from GENESEO E VILLAGE LN to RT 390I EXIT 8 IS UNDER WITH,Livingston,,10,13.4,Rural:Minor Arterial,42.8164,-77.75644,2024,Actual,12146,,526,198,0.08,0.52,Short Term
#420049000000,420049,NY408 from END 36/408 OLAP to RT 390I  OVER WITH CONNECTIO,Livingston,,13.74,15.7,Rural:Minor Arterial,42.73205,-77.85476,2024,Actual,7922,,310,107,0.11,0.51,Short Term
#420050000000,420050,I-390 from RT 36 EXIT 4 to ACC RT 36 EXIT 5,Livingston,GENESEE EXPRESS,1.59,3.01,Urban:Principal Arterial - Interstate,42.55918,-77.70966,2024,Estimated,15736,,,,0.07,0.52,Short Term
#420051000000,420051,I-390 from ACC RT 36 EXIT 5 to RT 36 EXIT 6,Livingston,GENESEE EXPRESS,3.01,11.66,Rural:Principal Arterial - Interstate,42.60475,-77.75551,2024,Actual,16074,,,,0.08,0.57,Short Term
#420052000000,420052,I-390 from RT 36 EXIT 6 to RT 408 EXIT 7 UNDER WITH CON,Livingston,GENESEE EXPRESS,11.66,17.7,Rural:Principal Arterial - Interstate,42.69881,-77.81979,2024,Actual,13490,,,,0.08,0.55,Short Term
#420053000000,420053,I-390 from RT 408 EXIT 7 UNDER WITH CON to RT 20A EXIT 8 OVER WITH CONN,Livingston,GENESEE EXPRESS,17.7,26.99,Rural:Principal Arterial - Interstate,42.7554,-77.83881,2024,Estimated,12664,,,,0.08,0.58,Short Term
#420054000000,420054,I-390 from RT 20A EXIT 8 OVER WITH CONN to NY 15 OVER,Livingston,GENESEE EXPRESS,26.99,30.41,Rural:Principal Arterial - Interstate,42.85327,-77.72956,2024,Actual,17277,,,,0.09,0.56,Short Term
#420055000000,420055,I-390 from NY 15 OVER to RTS 5 & 20 EXIT 10 OVER WITH,Livingston,GENESEE EXPRESS,30.41,33.5,Rural:Principal Arterial - Interstate,42.89418,-77.69446,2024,Estimated,21733,,,,0.08,0.59,Short Term
#420056000000,420056,I-390 from RTS 5 & 20 EXIT 10 OVER WITH to LIVINGSTON/MONROE COUNTY LIN,Livingston,GENESEE EXPRESS,33.5,35.91,Rural:Principal Arterial - Interstate,42.91273,-77.69615,2024,Estimated,26668,,,,0.08,0.62,Short Term
#420057000000,420057,US20A from END 20A/39 OLAP SOUTH ST to GENESEO E VILLAGE LN,Livingston,SOUTH ST,8.51,10,Urban:Minor Arterial,42.79458,-77.79864,2024,Estimated,16759,,,,0.09,0.52,Short Term
#420058000000,420058,NY36 from CR 34 STONER HILL RD to KYSORVILLE RD NORTH JCT,Livingston,,5.82,10.76,Rural:Major Collector,42.62566,-77.77141,2024,Estimated,1318,,65,29,0.12,0.59,Short Term
#420059000000,420059,NY39 from CR 52 TRIPHAMMER RD to MILL ST,Livingston,,13.92,16.96,Rural:Minor Arterial,42.8765,-77.76915,2024,Actual,3627,,209,30,0.1,0.53,Short Term
#420074000000,420074,US20 from Gen/Liv Co LIne to RT 36,Livingston,,0,2.76,Rural:Principal Arterial - Other,42.91319,-77.902183,2024,Actual,2412,,,,0.1,0.63,Short Term
#420121000000,4280,NY36 from EXIT 4 NB ACC 390I  EXPWY to START 36/63 OLAP,Livingston,CLARA BARTON ST,1.25,1.87,Rural:Principal Arterial - Freeways & Expressways,42.55573,-77.69957,2024,Actual,3046,3266,66,33,0.11,0.51,CCS
#420122000000,420122,NY63 from END 36/63 OLAP to RT 256 DANSVILLE,Livingston,MAIN ST,2.38,2.48,Urban:Minor Arterial,42.5615,-77.69645,2024,Estimated,5934,,331,21,0.1,0.53,Short Term
#420123000000,420123,NY63 from RT 256 DANSVILLE to RT 258 GROVELAND STREET,Livingston,,2.48,10.35,Rural:Minor Arterial,42.61982,-77.73392,2024,Actual,1276,,97,47,0.11,0.6,Short Term
#420124000000,420124,NY63 from RT 258 GROVELAND STREET to RT 408 HAMPTON CORNERS,Livingston,,10.35,17,Rural:Minor Arterial,42.71783,-77.80862,2024,Actual,1472,,122,24,0.11,0.61,Short Term
#420125000000,420125,US20A from END 20A/39 START 20A/39/63 O to END 20A/39/63 OLAP,Livingston,,7.54,7.84,Urban:Principal Arterial - Other,42.78419,-77.82482,2024,Actual,11884,,,,0.1,0.59,Short Term
#420127000000,420127,NY63 from RT 36 GREIGSVILLE to Liv/Wyo Co Line,Livingston,,26.23,29.18,Rural:Principal Arterial - Other,42.83152,-77.92334,2024,Actual,4582,,282,1740,0.09,0.51,Short Term
#420261000000,420261,US20 from CR 61 to START  5/20 OLAP/CALEDONIA A,Livingston,TELEPHONE RD,4.71,8.77,Rural:Principal Arterial - Other,42.91863,-77.80679,2024,Actual,3019,,233,231,0.1,0.64,Short Term
#420262000000,420262,US20A from START 15/20A OLAP to END 15/20A OLAP - LIVONIA,Livingston,BIG TREE RD,15.12,17.29,Rural:Minor Arterial,42.83217,-77.69488,2024,Actual,10319,,,,0.09,0.61,Short Term
#420263000000,420263,US20A from CR 28 to RT 256,Livingston,,14.34,14.61,Rural:Minor Arterial,42.83306,-77.71989,2024,Estimated,8705,,,,0.09,0.56,Short Term
#420265000000,420265,NY36 from RT 63 GREIGSVILLE to CR 35 YORK RD,Livingston,,24.83,27.69,Rural:Minor Arterial,42.85523,-77.88814,2024,Actual,3386,,264,168,0.11,0.56,Short Term
#420267000000,420267,NY408 from RT 70 N OF DALTON to RT 436 NUNDA,Livingston,,0,2.62,Rural:Minor Arterial,42.554091,-77.945136,2024,Actual,2225,,120,28,0.12,0.56,Short Term
#420268000000,420268,NY70 from RT 436 to RT 408 NORTH OF DALTON,Livingston,,0,3.3,Rural:Minor Arterial,42.5637,-77.99166,2024,Actual,806,,75,81,0.08,0.67,Short Term
#420336000000,420336,NY436 from Wyo/Liv Co Line to RT 70,Livingston,,0,2.89,Rural:Minor Arterial,42.577601,-78.029825,2024,Estimated,2412,,202,91,0.1,0.51,Short Term
#420337000000,420337,NY436 from RT 70 to RT 408 NUNDA,Livingston,,2.89,5.58,Rural:Minor Arterial,42.5782,-77.96213,2024,Estimated,2036,,,,0.09,0.56,Short Term
#420338000000,420338,NY408 from RT 436 NUNDA to VERMONT ST NUNDA,Livingston,STATE ST,2.62,3,Rural:Minor Arterial,42.58315,-77.94185,2024,Estimated,3910,,,,0.1,0.61,Short Term
#420384000000,420384,NY256 from NY 63 DANSVILLE to STAGECOACH RD,Livingston,,0,5.31,Rural:Major Collector,42.61055,-77.70049,2024,Actual,2222,,,,0.1,0.56,Short Term
#420386000000,420386,NY256 from STAGECOACH RD to CR 8,Livingston,,5.31,11.12,Rural:Major Collector,42.71278,-77.71306,2024,Estimated,2027,,,,0.11,0.73,Short Term
#420387000000,420387,NY256 from CR 8 to US 20A LAKEVILLE,Livingston,,11.12,19.65,Rural:Major Collector,42.787671,-77.722615,2024,Actual,2850,,,,0.07,0.7,Short Term
#420388000000,420388,NY256 from US 20A LAKEVILLE to NY 15 MILLVILLE END RT 256,Livingston,,19.65,21.03,Rural:Minor Arterial,42.84011,-77.71564,2024,Actual,3509,,131,35,0.11,0.71,Short Term
#420391000000,420391,NY258 from RT 36 to RT 63 END RT 258,Livingston,,0,1.88,Rural:Minor Collector,42.661069,-77.770393,2024,Estimated,152,,,,0.25,0.73,Short Term
#420403000000,420403,NY36 from Steub/Liv Co Line to EXIT 4 SB ACC 390I EXPWY,Livingston,,0,0.78,Rural:Minor Arterial,42.53831,-77.69524,2024,Estimated,7286,,,,0.09,0.56,Short Term
#420404000000,420404,NY36 from KYSORVILLE RD NORTH JCT to RT 258,Livingston,,10.76,11.27,Rural:Major Collector,42.6594,-77.80141,2024,Estimated,1820,,,,0.1,0.67,Short Term
#420405000000,420405,NY36 from CR 30 to START 36/408 OLAP,Livingston,,14.35,17.18,Rural:Minor Arterial,42.708131,-77.862613,2024,Actual,5363,,329,715,0.09,0.57,Short Term
#420406000000,420406,NY36 from START 36/408 OLAP to END 36/408 OLAP,Livingston,MAIN ST,17.18,17.22,Rural:Minor Arterial,42.725463,-77.873974,2024,Actual,12649,,,,0.1,0.52,Short Term
#420407000000,420407,NY36 from CR 64 to START 20A/36/39 OLAP,Livingston,,19.42,20.64,Rural:Minor Arterial,42.76294,-77.88699,2024,Estimated,4326,,,,0.08,0.55,Short Term
#420408000000,420408,NY36 from END 20A/39 OLAP START  20A/3 to RT 63 GREIGSVILLE,Livingston,,20.77,24.83,Rural:Minor Arterial,42.80007,-77.89654,2024,Actual,3557,,213,670,0.09,0.57,Short Term
#420409000000,420409,NY36 from CR 35 YORK RD to RT 20,Livingston,,27.69,30.69,Rural:Minor Arterial,42.87566,-77.88317,2024,Actual,3016,,,,0.11,0.51,Short Term
#420410000000,420410,NY36 from RT 20 to START  5/36 OLAP,Livingston,,30.69,35.06,Rural:Minor Arterial,42.94391,-77.87364,2024,Actual,1588,,213,74,0.09,0.64,Short Term
#420411000000,420411,NY36 from END 5/36 OLAP CALEDONIA to Liv/Monroe Co Line,Livingston,NORTH ST,35.45,36.51,Rural:Minor Arterial,42.977684,-77.85496,2024,Estimated,5256,,,,0.1,0.59,Short Term
#420442000000,420442,NY39 from Wyo/Liv Co Line to START 20A/39 OLAP,Livingston,,0,1.75,Rural:Minor Arterial,42.73928,-77.95221,2024,Estimated,3641,,,,0.09,0.54,Short Term
#420443000000,420443,US20A from START RT 20A/39 OLAP PINE TA to END 20A/39 OLAP START  20A/3,Livingston,,1.34,3.64,Rural:Minor Arterial,42.75787,-77.92511,2024,Estimated,4333,,,,0.09,0.61,Short Term
#420444000000,420444,US20A from END 20A/39 OLAP START  20A/3 to END 20A/39 OLAP START  20A/3,Livingston,MAIN ST,3.64,3.77,Rural:Minor Arterial,42.77238,-77.89483,2024,Estimated,8397,,,,0.09,0.61,Short Term
#420445000000,420445,US20A from CR 37 to END 20A/39 START 20A/39/63 O,Livingston,,4.99,7.54,Rural:Minor Arterial,42.77689,-77.84985,2024,Estimated,6091,,,,0.09,0.62,Short Term
#420446000000,420446,NY39 from NORTH ST to CR 52 TRIPHAMMER RD,Livingston,,9.37,13.92,Rural:Minor Arterial,42.83314,-77.78741,2024,Actual,3449,,174,22,0.1,0.62,Short Term
#420447000000,420447,NY39 from MILL ST to RTS 5 & 20 AVON END RT 39,Livingston,WADSWORTH AVE,16.96,18.18,Rural:Minor Arterial,42.90637,-77.75707,2024,Estimated,3070,,,,0.09,0.55,Short Term
#420471000000,420471,NY70 from RT 408 NORTH OF DALTON to Liv/Alleg Co LIne,Livingston,,3.3,6.95,Rural:Minor Arterial,42.53837,-77.91926,2024,Estimated,1028,,,,0.08,0.52,Short Term
#420472000000,420472,NY408 from VERMONT ST NUNDA to CR 3,Livingston,,3,6.71,Rural:Minor Arterial,42.62674,-77.92924,2024,Estimated,2908,,,,0.09,0.69,Short Term
#420473000000,420473,NY408 from CR 3 to START 36/408 OLAP,Livingston,,6.71,13.7,Rural:Minor Arterial,42.69765,-77.90552,2024,Estimated,3356,,,,0.09,0.69,Short Term
#420474000000,420474,NY408 from RT 390I  OVER WITH CONNECTIO to RT 63 END RT 408,Livingston,,15.7,15.93,Rural:Principal Arterial - Other,42.7388,-77.83613,2024,Actual,9085,,756,815,0.1,0.55,Short Term
#420481000000,420481,NY15A from RT 15 SPRINGWATER to Liv/Ont Co Line,Livingston,,0,2.42,Rural:Minor Arterial,42.65771,-77.59516,2024,Actual,1785,,51,45,0.11,0.67,Short Term
#420483000000,420483,NY15A from LIVINGSTON CO LINE - 2ND TIM to START 15A/20A OLAP HEMLOCK,Livingston,,0,1.87,Rural:Minor Arterial,42.77779,-77.60628,2024,Actual,2438,,89,38,0.11,0.7,Short Term
#420484000000,420484,US20A from START 15A/20A OLAP to END 15A/20A OLAP HEMLOCK,Livingston,,20.34,22.45,Rural:Minor Arterial,42.81324,-77.61001,2024,Actual,2865,,209,48,0.1,0.66,Short Term
#420485000000,420485,NY15A from START 15A/20A OLAP to RTS 5 & 20 LIMA,Livingston,,3.98,9.88,Rural:Minor Arterial,42.87469,-77.61267,2024,Actual,3514,,172,53,0.11,0.68,Short Term
#420486000000,420486,NY15A from RTS 5 & 20 LIMA to Liv/Monroe Co Line,Livingston,,9.88,12.59,Urban:Minor Arterial,42.93094,-77.61169,2024,Actual,5348,,265,33,0.1,0.65,Short Term
#420505000000,420505,US20A from Wyo/Liv Co Line to START RT 20A/39 OLAP PINE TA,Livingston,,0,1.34,Rural:Minor Arterial,42.75252,-77.94769,2024,Estimated,3821,,,,0.1,0.54,Short Term
#420506000000,420506,US20A from RT 256 to START 15/20A OLAP,Livingston,,14.61,15.12,Rural:Minor Arterial,42.83537,-77.71241,2024,Actual,6849,,315,51,0.08,0.51,Short Term
#420508000000,420508,US20A from END 15/20A OLAP - LIVONIA to CR 39 LIVONIA CTR,Livingston,,17.29,18.82,Rural:Minor Arterial,42.82162,-77.65815,2024,Estimated,3361,,,,0.09,0.52,Short Term
#420509000000,420509,US20A from CR 39 LIVONIA CTR to START 15A/20A OLAP,Livingston,,18.82,20.34,Rural:Minor Arterial,42.821547,-77.62936,2024,Estimated,2257,,,,0.09,0.54,Short Term
#420510000000,420510,US20A from END 15A/20A OLAP HEMLOCK to Liv/Ont Co Line,Livingston,,22.45,23.6,Rural:Major Collector,42.78824,-77.59141,2024,Actual,1273,,,,0.1,0.52,Short Term
#420557000000,420557,NY63 from END 20A/39/63 OLAP to COURT STREET,Livingston,GENESEE ST,20.31,21.58,Urban:Principal Arterial - Other,42.801184,-77.827369,2024,Actual,5213,,260,1250,0.09,0.56,Short Term
#420901000000,420901,941K from RT 63 to RIVERSIDE DR,Livingston,COURT ST,0,0.13,Urban:Minor Arterial,42.802677,-77.82413,2024,Estimated,3853,,137,5,0.08,0.52,Short Term
#420902000000,420902,942D from NY 63 to US 20A / END NY 942D,Livingston,MARY JAMISON,0,0.43,Urban:Minor Arterial,42.79319,-77.8232,2024,Estimated,2328,,,,0.08,0.55,Short Term
#421001000000,421001,LIMA RD from HIGHLAND RD/NORTH ST/RORBACH to CORP LIMIT,Livingston,LIMA RD,0,0.87,Urban:Major Collector,42.79962,-77.80546,2024,Estimated,2957,,72,1,0.12,0.6,Short Term
#421002000000,421002,TEMPLE HILL ST from SOUTH ST to CENTER ST,Livingston,TEMPLE HILL ST,0,0.2,Urban:Major Collector,42.79335,-77.80792,2024,Actual,591,,13,2,0.09,0.56,Short Term
#421201000000,421201,KNOX ST from ADAMS ST to MAIN ST,Livingston,KNOX ST,0,0.22,Urban:Major Collector,42.55485,-77.69384,2024,Actual,822,,,,0.14,0.56,Short Term
#421202000000,421202,MILTON ST from SPRUCE ST to MAIN ST,Livingston,MILTON ST,0,0.08,Urban:Major Collector,42.561723,-77.698002,2024,Actual,714,,,,0.11,0.58,Short Term
#421203000000,421203,SPRUCE ST from MILTON ST to CLARA BARTON S,Livingston,SPRUCE ST,0.05,0.28,Urban:Major Collector,42.56002,-77.69722,2024,Actual,101,,,,0.13,1,Short Term
#421204000000,421204,GROVELAND RD from CORP LIMIT to SOUTH ST,Livingston,GROVELAND RD,0,0.45,Urban:Major Collector,42.79122,-77.80671,2024,Estimated,2024,,,,0.08,0.61,Short Term
#421205000000,421205,RESERVOIR RD from LAKEVILLE RD to CORP LIMIT,Livingston,RESERVOIR RD,0,0.24,Urban:Major Collector,42.79462,-77.79331,2024,Estimated,1090,,45,1,0.12,0.56,Short Term
#421800000000,421800,GENESEE ST from SPRING ST to LAKE RD,Livingston,GENESEE ST,0.47,0.82,Rural:Minor Collector,42.901608,-77.749876,2024,Estimated,1497,,,,0.1,0.55,Short Term
#421801000000,421801,DALTON RD from NY5 AND US20 to GALE ROAD,Livingston,DALTON RD,0,1.39,Urban:Minor Collector,42.90746,-77.62262,2024,Estimated,675,,,,0.1,0.72,Short Term
#421802000000,421802,EAST ST from STATE ST to CHURCH ST,Livingston,EAST ST,0,0.15,Rural:Minor Collector,42.580309,-77.940991,2024,Actual,420,,,,0.1,0.61,Short Term
#421803000000,421803,CLARK RD from FOOTES CORNERS RD to HOLMS HILL RD,Livingston,CLARK RD,0,1.34,Rural:Local,42.750675,-77.684059,2024,Estimated,195,,,,0.1,0.58,Short Term
#421804000000,421804,E SWAMP RD from SPARTA T/L to SILKER HILL RD,Livingston,E SWAMP RD,0,3.09,Rural:Local,42.693546,-77.697857,2024,Estimated,52,,,,0.11,0.67,Short Term
#421805000000,421805,ELM RD from LIMA RD to CR52,Livingston,ELM RD,0,1.85,Rural:Local,42.841704,-77.759759,2024,Estimated,159,,,,0.09,0.57,Short Term
#421806000000,421806,BECKER RD from CR 74 to NY 15,Livingston,BECKER RD,0,1.49,Rural:Local,42.59556,-77.601764,2024,Estimated,156,,,,0.14,0.64,Short Term
#421807000000,421807,DUTCH HOLLOW RD from PARDEE HOLLOW to THORPE RD,Livingston,DUTCH HOLLOW RD,0,1.32,Rural:Local,42.621093,-77.508336,2024,Estimated,52,,,,0.13,0.57,Short Term
#421808000000,421808,DUTCH HOLLOW RD from THORPE RD to CR 36,Livingston,DUTCH HOLLOW RD,1.32,3.62,Rural:Local,42.647132,-77.505903,2024,Estimated,92,,,,0.1,0.56,Short Term
#421809000000,421809,LAWRENCE GULL R from BECKER RD to NY 15,Livingston,LAWRENCE GULL R,0,1.76,Rural:Local,42.603023,-77.606938,2024,Estimated,54,,,,0.13,0.57,Short Term
#421810000000,421810,HIGH ST from EAST MAIN ST to REED ST,Livingston,HIGH ST,0,0.36,Rural:Local,42.912285,-77.740598,2024,Estimated,467,,,,0.1,0.56,Short Term
#421811000000,421811,PARK PL from STATE ST to IROQUOIS RD,Livingston,PARK PL,0,0.64,Rural:Local,42.973435,-77.844772,2024,Estimated,518,,,,0.11,0.66,Short Term
#421812000000,421812,CHESTNUT AVE from MAIN ST to HIGHLAND AVE,Livingston,CHESTNUT AVE,0,0.53,Urban:Local,42.562309,-77.688456,2024,Estimated,252,,,,0.1,0.53,Short Term
#421813000000,421813,ELM ST from MILL ST to DEAD END,Livingston,ELM ST,0,0.18,Urban:Local,42.559141,-77.70244,2024,Estimated,51,,,,0.14,0.5,Short Term
#421814000000,421814,LINCOLN AVE from BANK ST to OSSIAN ST,Livingston,LINCOLN AVE,0,0.39,Urban:Local,42.559013,-77.698261,2024,Estimated,274,,,,0.1,0.52,Short Term
#421815000000,421815,MAHONEY ST from PLEASANT ST to JONES BRIDGE,Livingston,MAHONEY ST,0,0.39,Rural:Local,42.768962,-77.895162,2024,Estimated,188,,,,0.08,0.56,Short Term
#421816000000,421816,GENESEE ST from MAIN ST to COLLEGE ST,Livingston,GENESEE ST,0,0.27,Urban:Local,42.9058,-77.61385,2024,Estimated,286,,,,0.08,0.58,Short Term
#421817000000,421817,MICHIGAN AVE from MAIN ST to LIMA TL,Livingston,MICHIGAN AVE,0,0.29,Urban:Local,42.901553,-77.62104,2024,Estimated,560,,,,0.1,0.66,Short Term
#421818000000,421818,BIG TREE ST from EAST AVE to HIGH ST,Livingston,BIG TREE ST,0.03,0.39,Rural:Local,42.817935,-77.661911,2024,Estimated,2147,,,,0.13,0.69,Short Term
#421819000000,421819,EAST AVE from MAIN ST to BIG TREE ST,Livingston,EAST AVE,0,0.31,Rural:Local,42.819014,-77.659399,2024,Estimated,1364,,,,0.14,0.53,Short Term
#421820000000,421820,CASE ST from MAIN ST to TOWN LINE,Livingston,CASE ST,0,0.86,Rural:Local,42.715689,-77.875413,2024,Estimated,679,,22,1,0.13,0.61,Short Term
#421821000000,421821,ERIE ST from MAIN ST to TOWN LINE,Livingston,ERIE ST,0,0.53,Rural:Local,42.720345,-77.870394,2024,Estimated,890,,,,0.09,0.54,Short Term
#421822000000,421822,VERMONT ST from FAIR ST to CREEK RD,Livingston,VERMONT ST,0.2,0.51,Rural:Local,42.585043,-77.935841,2024,Estimated,418,,,,0.1,0.5,Short Term
#421823000000,421823,LONG POINT RD from CROSSETT RD to CR 10,Livingston,LONG POINT RD,0,0.71,Urban:Local,42.78252,-77.802591,2024,Estimated,194,,,,0.11,0.52,Short Term
#421824000000,421824,MEGAN DR from US 20A to DEAD END,Livingston,MEGAN DR,0,0.51,Urban:Local,42.795782,-77.796634,2024,Estimated,2610,,,,0.1,0.55,Short Term
#421825000000,421825,OAK ST from SECOND ST to HIGHLAND RD,Livingston,OAK ST,0,0.36,Urban:Local,42.797544,-77.810478,2024,Estimated,273,,,,0.1,0.57,Short Term
#421826000000,421826,TUSCARORA AVE from GROVELAND RD to HALEY AVE,Livingston,TUSCARORA AVE,0,0.36,Urban:Local,42.789301,-77.802152,2024,Estimated,415,,,,0.11,0.53,Short Term
#422001000000,422001,CENTER ST from MAIN ST to E SOUTH ST,Livingston,CENTER ST,0,0.89,Urban:Major Collector,42.79549,-77.81001,2024,Estimated,1786,,,,0.09,0.66,Short Term
#422002000000,422002,COTTAGE STREET from PARK AVENUE to SR 256  PERINE STREET,Livingston,COTTAGE STREET,0,0.51,Urban:Local,42.56275,-77.68975,2024,Actual,424,,,,0.12,0.53,Short Term
#422003000000,422003,COURT ST from MAIN ST to RIVERSIDE DR,Livingston,COURT ST,0,0.49,Urban:Minor Arterial,42.80206,-77.82192,2024,Estimated,3268,,,,0.08,0.51,Short Term
#422004000000,422004,CROSSETT RD from CORP LIMIT to SOUTH ST,Livingston,CROSSETT RD,0,0.35,Urban:Major Collector,42.78854,-77.81045,2024,Estimated,1946,,,,0.09,0.63,Short Term
#422006000000,422006,ELIZABETH ST from CLARA BARTON ST to PERINE ST,Livingston,ELIZABETH ST,0.38,0.59,Urban:Major Collector,42.56135,-77.69439,2024,Actual,2238,,,,0.12,0.55,Short Term
#422009000000,422009,HIGHLAND ROAD from CENTER RD to NORTH ST,Livingston,HIGHLAND ROAD,0,0.27,Urban:Major Collector,42.79787,-77.80696,2024,Estimated,2072,,,,0.09,0.62,Short Term
#422010000000,422010,JEFFERSON ST from CLARA BARTON S to OSSIAN ST,Livingston,JEFFERSON ST,0,0.43,Urban:Major Collector,42.55611,-77.70193,2024,Estimated,3117,,,,0.09,0.53,Short Term
#422011000000,422011,LEONARD ST from MAIN ST to COTTAGE ST,Livingston,LEONARD ST,0,0.32,Urban:Major Collector,42.55882,-77.68868,2024,Estimated,323,,,,0.1,0.63,Short Term
#422012000000,422012,LIMA RD from GENESEO V/L to COUNTRY CLUB ROAD,Livingston,LIMA RD,0,0.69,Urban:Major Collector,42.81255,-77.78435,2024,Estimated,2246,,,,0.1,0.54,Short Term
#422014000000,422014,MAPLE ST from FRANKLIN ST to MAIN ST,Livingston,MAPLE ST,0,0.66,Urban:Major Collector,42.56596,-77.70424,2024,Estimated,3067,,,,0.09,0.54,Short Term
#422015000000,422015,MOREY AVE from MAIN ST to HEALTH ST,Livingston,MOREY AVE,0,0.57,Urban:Major Collector,42.56773,-77.69599,2024,Actual,670,,,,0.13,0.57,Short Term
#422016000000,422016,NORTH ST from MAIN ST to HIGHLAND RD,Livingston,NORTH ST,0,0.47,Urban:Major Collector,42.79954,-77.81048,2024,Estimated,3321,,,,0.09,0.56,Short Term
#422019000000,422019,RESERVOIR RD from GENESEO V/L to MORGANVIEW DR,Livingston,RESERVOIR RD,0,0.7,Urban:Major Collector,42.79457,-77.78355,2024,Estimated,1149,,,,0.09,0.53,Short Term
#422021000000,422021,SCHOOL ST from KNOX ST to CLARA BARTON ST,Livingston,SCHOOL ST,0,0.27,Urban:Major Collector,42.55701,-77.69459,2024,Actual,116,,6,0,0.14,0.63,Short Term
#422022000000,422022,SECOND ST from SOUTH ST to NORTH ST,Livingston,SECOND ST,0,0.47,Urban:Major Collector,42.79678,-77.81423,2024,Estimated,605,,,,0.09,0.55,Short Term
#422024000000,422024,WASHINGTON ST from CLARA BARTON ST to RED JACKET ST,Livingston,WASHINGTON ST,0.27,0.53,Urban:Major Collector,42.55523,-77.69603,2024,Estimated,415,,,,0.13,0.51,Short Term
#422200000000,422200,ATEN RD from CR 2 to BARBER HILL RD,Livingston,ATEN RD,0,0.86,Rural:Local,42.701581,-77.742654,2024,Actual,85,,,,0.19,0.56,Short Term
#422201000000,422201,BUSH RD from BRIAN RD to CONE RD,Livingston,BUSH RD,0,1.07,Rural:Local,42.780449,-77.946242,2024,Actual,38,,,,0.16,0.67,Short Term
#422203000000,422203,COVERDALE RD from CONE RD to COVINGTON RD,Livingston,COVERDALE RD,0,1.07,Rural:Local,42.783962,-77.928038,2024,Actual,77,,,,0.16,0.5,Short Term
#422204000000,422204,COWAN RD from CR 58 to CR 50,Livingston,COWAN RD,0,1.5,Rural:Local,42.883496,-77.947344,2024,Estimated,25,,,,0.1,0.67,Short Term
#422205000000,422205,CRAIGS RD from CR 58 to CR 50,Livingston,CRAIGS RD,0,1.48,Rural:Local,42.861581,-77.945803,2024,Estimated,158,,,,0.1,0.56,Short Term
#422206000000,422206,DENNISON RD from CR 2 to BARBER HILL RD,Livingston,DENNISON RD,0,0.9,Rural:Local,42.710765,-77.737406,2024,Estimated,16,,,,0.28,0.8,Short Term
#422207000000,422207,DOW RD SEC 1 from CO LINE to CR 50,Livingston,DOW RD SEC 1,0,1.63,Rural:Local,42.847051,-77.938325,2024,Estimated,161,,,,0.1,0.63,Short Term
#422209000000,422209,HARDER RD from CR 56 to BLANK RD,Livingston,HARDER RD,0,0.92,Rural:Local,42.770728,-77.640881,2024,Estimated,53,,,,0.1,0.5,Short Term
#422210000000,422210,HUNT HILL RD from CR 45 to BARBER HILL RD,Livingston,HUNT HILL RD,0,0.84,Rural:Local,42.740693,-77.741367,2024,Actual,16,,,,0.38,0.5,Short Term
#422211000000,422211,LOGAN RD from CARNEY RD to BARBER RD,Livingston,LOGAN RD,0,1.63,Rural:Local,42.630141,-77.71896,2024,Actual,45,,,,0.22,0.8,Short Term
#422213000000,422213,MORRIS RD from BARBER HILL RD to CR45,Livingston,MORRIS RD,0,0.85,Rural:Local,42.723702,-77.740197,2024,Actual,146,,,,0.14,0.6,Short Term
