Reporting Period,Project Number,Legacy Project Number,CESIR Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,NYS Disadvantaged Community Status,Climate and Economic Justice Screening Tool Status,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,Total NYSERDA Incentive,Affordable Solar Residential Adder,Affordable Multifamily Housing Incentive,Community Adder,Inclusive Community Solar Adder,Expanded Solar For All Adder,Brownfield/Landfill Adder,Canopy Adder,Floating Solar Adder,Prevailing Wage Adder,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
1/31/2026,0000985776,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010902,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/15/2025,11/18/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE5700H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,12,"$39,174.01 ","$4,128.00 ","$3,354 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.16,"5,537.00",,No,No,43.197105,-77.5516421,POINT (-77.5516421 43.197105)
1/31/2026,0000921356,,,,Penfield,Monroe,NY,14526,Penfield,Town,36055011505,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,6/4/2025,9/15/2025,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8PLUS-72-M-US [240V],10,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,10,"$20,571.00 ","$3,400.00 ","$2,762.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.25,"5,189.00",,No,No,43.1430975,-77.4033778,POINT (-77.4033778 43.1430975)
1/31/2026,0000574739,,,,Palmyra,Wayne,NY,14522,Palmyra,Town,36117020600,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,3/17/2023,4/18/2023,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,Enphase Energy Inc.,IQ7A-72-2-US [240V],24,Silfab Solar Inc.,SIL-490HN,24,"$35,808.00 ","$9,408.00 ","$5,880 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.76,"14,467.00",,No,Yes,43.0801714,-77.1891408,POINT (-77.1891408 43.0801714)
1/31/2026,0000100711,,,,Waterloo,Seneca,NY,13165,Waterloo,Town,36099950600,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,10/17/2017,11/1/2017,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,SMA America,SB7000TL-US-22 (240V),1,CertainTeed,CT285M11-01,26,"$18,894.18 ","$4,694.00 ","$2,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.41,"7,784.00",,No,Yes,42.9041081,-76.9390533,POINT (-76.9390533 42.9041081)
1/31/2026,0000068430,,,,Penn Yan,Yates,NY,14527,Potter,Town,36123150300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,10/6/2016,11/2/2016,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,Fronius USA,Fronius Primo 15.0-1 240Vac,1,AU Optronics,PM060MBR_275,60,"$43,852.29 ","$9,000.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,16.5,"19,869.00",,No,Yes,42.6576316,-77.2518362,POINT (-77.2518362 42.6576316)
1/31/2026,0000924375,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010602,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,5/20/2025,7/9/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],19,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,19,"$28,417.00 ","$6,460.00 ","$5,248.75 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.07,"7,915.00",,No,No,43.2042351,-77.5921204,POINT (-77.5921204 43.2042351)
1/31/2026,0000961122,,,,Waterloo,Seneca,NY,13165,Waterloo,Town,36099950600,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Lease,8/16/2025,,Pipeline,,No,Enphase Energy Inc.,IQ8MC-72-2-US {240V},26,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,26,"$68,777.00 ","$8,840.00 ","$7,182.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.05,"12,814.00",,No,No,42.9041081,-76.9390533,POINT (-76.9390533 42.9041081)
1/31/2026,0000104950,,,,North Rose,Wayne,NY,14516,Huron,Town,36117021501,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/7/2017,4/11/2018,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE5000 (240V),1,Hanwha Q CELLS,Q.PEAK G4.1 305,20,"$16,603.00 ","$4,235.00 ","$2,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.1,"6,945.00",,No,No,43.2460778,-76.8914495,POINT (-76.8914495 43.2460778)
1/31/2026,0000249088,,,,Lima,Livingston,NY,14485,Lima,Town,36051030600,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,6/30/2020,8/10/2020,Complete,Solar Liberty,No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO-G5 325,30,"$28,860.00 ","$7,800.00 ","$4,387.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.75,"10,376.00",,No,Yes,42.8958887,-77.6086725,POINT (-77.6086725 42.8958887)
1/31/2026,0001007693,,,,Rochester,Monroe,NY,14624,Chili,Town,36055014504,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/11/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},21,SEG Solar Inc.,SEG-430-BTD-BG,21,"$29,391.98 ","$7,224.00 ","$5,869.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.03,"8,355.00",,No,Yes,43.1150546,-77.7065612,POINT (-77.7065612 43.1150546)
1/31/2026,0000560221,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,2/15/2023,7/5/2023,Complete,Halco Renewable Energy (dba for Halcyon),No,SolarEdge Technologies Ltd.,SE11400H-US [240V],1,"United Renewable Energy Co., Ltd.",FBM400MFG-BB,32,"$37,568.00 ","$10,240.00 ","$6,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.8,"12,956.00",,No,Yes,43.2034004,-77.6098799,POINT (-77.6098799 43.2034004)
1/31/2026,0001013229,,,,Macedon,Wayne,NY,14502,Walworth,Town,36117020202,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/3/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},24,SEG Solar Inc.,SEG-440-BTD-BG,24,"$41,369.30 ","$8,448.00 ","$6,864 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.56,"9,074.00",,No,No,43.1682234,-77.3547478,POINT (-77.3547478 43.1682234)
1/31/2026,0000953624,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010602,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/30/2025,10/14/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US {240V},23,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,23,"$41,458.00 ","$7,820.00 ","$6,353.75 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.77,"9,271.00",,No,No,43.2042351,-77.5921204,POINT (-77.5921204 43.2042351)
1/31/2026,0000855066,,,,Seneca Falls,Seneca,NY,13148,Fayette,Town,36099950700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,12/18/2024,3/18/2025,Complete,NYS Essential Power,No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],15,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,15,"$26,265.00 ","$5,100.00 ","$3,825 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.37,"5,770.00",,No,Yes,42.842874,-76.8585501,POINT (-76.8585501 42.842874)
1/31/2026,0000093029,,,,Naples,Yates,NY,14512,Italy,Town,36123150300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,7/25/2017,8/22/2017,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,SMA Solar Technology,SB6.0-1SP-US-40 (240VAC),2,LG Electronics,LG280S1C-G4,44,"$27,958.60 ","$7,328.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.32,"12,069.00",,No,Yes,42.6576316,-77.2518362,POINT (-77.2518362 42.6576316)
1/31/2026,0000965149,,,,Rochester,Monroe,NY,14626,Greece,Town,36055014103,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/27/2025,12/1/2025,Complete,NYS Essential Power,No,"Enphase Energy, Inc.",IQ8MC-72-2-US {240V},24,SEG Solar Inc.,SEG-430-BTD-BG,24,"$47,711.00 ","$8,256.00 ","$6,708 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.32,"9,971.00",,No,No,43.2049938,-77.7156576,POINT (-77.7156576 43.2049938)
1/31/2026,0000968592,,,,Ontario,Wayne,NY,14519,Walworth,Town,36117020201,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/9/2025,10/7/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE10000H-US {240V},2,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,42,"$57,395.00 ","$14,448.00 ","$11,739 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,18.06,"16,802.00",,No,No,43.1618495,-77.2816581,POINT (-77.2816581 43.1618495)
1/31/2026,0000112485,,,,Phelps,Ontario,NY,14532,Phelps,Town,36069050400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,2/16/2018,4/3/2018,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,SMA America,SB6.0-1SP-US-40 (240V),3,CertainTeed,CT285M11-01,76,"$46,936.20 ","$9,681.00 ","$2,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,21.66,"23,538.00",,No,Yes,42.9570578,-77.047327,POINT (-77.047327 42.9570578)
1/31/2026,0001018261,,,,Rochester,Monroe,NY,14612,Greece,Town,36055013507,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/19/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},40,SEG Solar Inc.,SEG-440-BTD-BG,40,"$48,752.00 ","$14,080.00 ","$14,080 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,17.6,"17,306.00",,No,No,43.252036,-77.7072655,POINT (-77.7072655 43.252036)
1/31/2026,0000098716,,,,Batavia,Genesee,NY,14020,Stafford,Town,36037951100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,9/29/2017,12/13/2017,Complete,Apex Energy Tek LLC,No,SolarEdge Technologies,SE7600 (240V),1,Silfab,SLA300M,30,"$29,200.00 ","$5,984.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9,"10,581.00",,No,No,42.993331,-78.0247372,POINT (-78.0247372 42.993331)
1/31/2026,0001011174,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/22/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},13,SEG Solar Inc.,SEG-440-BTD-BG,13,"$33,970.01 ","$4,576.00 ","$3,718 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.72,"5,020.00",,No,No,43.2266713,-77.5450738,POINT (-77.5450738 43.2266713)
1/31/2026,0000969627,,,,Waterloo,Seneca,NY,13165,Waterloo,Town,36099950500,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Lease,10/25/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},26,JA Solar,JAM54D41-440/MB,26,"$58,845.00 ","$9,152.00 ","$7,436 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.44,"14,015.00",,No,No,42.9303542,-76.8789131,POINT (-76.8789131 42.9303542)
1/31/2026,0000912623,,,,Rochester,Monroe,NY,14624,Chili,Town,36055014504,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/29/2025,9/11/2025,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8PLUS-72-M-US [240V],21,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,21,"$32,130.00 ","$7,140.00 ","$5,801.25 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.92,0,,No,No,43.1150546,-77.7065612,POINT (-77.7065612 43.1150546)
1/31/2026,0000253851,,,,West Henrietta,Monroe,NY,14586,Henrietta,Town,36055013206,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/15/2020,11/2/2020,Complete,"Buffalo Solar Solutions, Inc.",No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Silfab Solar Inc.,SIL320NL,15,"$15,230.00 ","$2,381.00 ","$1,339.20 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.8,"3,683.00",,No,No,43.0335452,-77.6867472,POINT (-77.6867472 43.0335452)
1/31/2026,0000111828,,,,Trumansburg,Seneca,NY,14886,Covert,Town,36099951000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,2/5/2018,2/21/2018,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,Enphase Energy Inc.,IQ6-60-x-US (240V),46,CertainTeed,CT285M11-01,46,"$31,933.20 ","$6,689.00 ","$2,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.11,"14,192.00",,No,Yes,42.5844045,-76.6966089,POINT (-76.6966089 42.5844045)
1/31/2026,0000973166,,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055010901,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/16/2025,10/7/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE11400H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,23,"$32,886.00 ","$7,912.00 ","$6,428.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.89,"10,330.00",,No,Yes,43.1922795,-77.5728426,POINT (-77.5728426 43.1922795)
1/31/2026,0000935324,,,,Webster,Monroe,NY,14580,Webster,Town,36055011400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/25/2025,12/29/2025,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8M-72-2-US {240V},18,JA Solar,JAM54D41-440/MB,18,"$29,304.00 ","$6,336.00 ","$5,148 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.92,"9,768.00",,No,Yes,43.2115153,-77.4091556,POINT (-77.4091556 43.2115153)
1/31/2026,0000317009,,,,Rochester,Monroe,NY,14606,Gates,Town,36055014203,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/14/2021,11/29/2021,Complete,"Buffalo Solar Solutions, Inc.",No,SMA America,SB3.0-1SP-US-41 [240V],1,Silfab Solar Inc.,SIL-320NL,8,"$8,457.00 ","$2,048.00 ","$1,152 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,2.56,"3,041.00",,No,No,43.1719708,-77.7170304,POINT (-77.7170304 43.1719708)
1/31/2026,0000929453,,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055010901,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,6/7/2025,12/23/2025,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8PLUS-72-M-US [240V],10,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,10,"$14,075.00 ","$3,400.00 ","$2,762.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.25,"4,141.00",,No,Yes,43.1922795,-77.5728426,POINT (-77.5728426 43.1922795)
1/31/2026,0000263346,,,,Kendall,Orleans,NY,14476,Kendall,Town,36073401300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,10/22/2020,3/22/2021,Complete,"Ecovis, Inc. (formerly Quality Solar)",No,"Chilicon Power, LLC",CP-720-60/72/96-208/240-MC4 [240V],12,"Prism Solar Technologies, Inc.",BHC72-390,24,"$25,132.00 ","$7,488.00 ","$4,212 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.36,"11,574.00",,No,No,43.343684,-78.1223056,POINT (-78.1223056 43.343684)
1/31/2026,0000073876,,,,Medina,Orleans,NY,14103,Shelby,Town,36073040300,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,11/30/2016,2/27/2017,Complete,CIR Electrical Construction Corp.,No,SolarEdge Technologies,SE 7600A-US (240V),1,ET Solar Industry,ET-P672335WW,27,"$28,491.75 ","$6,018.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.04,"11,307.00",,No,Yes,43.1733423,-78.3868109,POINT (-78.3868109 43.1733423)
1/31/2026,0000950407,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010800,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/25/2025,11/24/2025,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8M-72-M-US {240V},16,JA Solar,JAM78D10-440/MB,16,"$33,792.00 ","$5,632.00 ","$4,576 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.04,"6,870.00",,No,Yes,43.2111158,-77.5452011,POINT (-77.5452011 43.2111158)
1/31/2026,0000331079,,,,Henrietta,Monroe,NY,14467,Henrietta,Town,36055013204,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/6/2021,11/2/2021,Complete,"Buffalo Solar Solutions, Inc.",No,SMA America,SB3.0-1SP-US-41 [240V],1,Silfab Solar Inc.,SIL-310NL,9,"$7,231.00 ","$2,232.00 ","$1,255.50 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,2.79,"2,762.00",,No,No,43.0396701,-77.6267326,POINT (-77.6267326 43.0396701)
1/31/2026,0001002526,,,,Rochester,Monroe,NY,14621,Rochester,City,36055008400,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/25/2025,12/22/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,14,"$21,821.00 ","$4,816.00 ","$3,913 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.02,"6,640.00",,No,Yes,43.178482,-77.582072,POINT (-77.582072 43.178482)
1/31/2026,0000939009,,,,Wolcott,Wayne,NY,14590,Huron,Town,36117021501,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,6/24/2025,11/10/2025,Complete,NYS Essential Power,No,"Enphase Energy, Inc.",IQ8MC-72-2-US {240V},31,"Jinko Solar Co., Ltd",JKM425N-54HL4-B,31,"$46,542.00 ","$10,540.00 ","$8,563.75 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.18,"15,706.00",,No,No,43.2460778,-76.8914495,POINT (-76.8914495 43.2460778)
1/31/2026,0000076359,,,,Rochester,Monroe,NY,14609,Rochester,City,36055006000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,12/21/2016,7/12/2017,Complete,GRID Alternatives,No,SMA America,SB3000TL-US-22 (240V),1,SunPower,SPR-E20-327,10,"$13,880.00 ","$2,616.00 ","$1,308 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.27,"3,844.00",,No,No,43.1638639,-77.5581577,POINT (-77.5581577 43.1638639)
1/31/2026,0000287081,,,,Hilton,Monroe,NY,14468,Hamlin,Town,36055015101,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,1/27/2021,3/11/2021,Complete,Kasselman Solar LLC,No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,"Jinko Solar Co., Ltd",JKM400M-72HL-V,21,"$23,772.00 ","$6,720.00 ","$3,780 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.4,"9,875.00",,No,Yes,43.3157886,-77.8755129,POINT (-77.8755129 43.3157886)
1/31/2026,0000890585,,,,Rochester,Monroe,NY,14609,Rochester,City,36055005800,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/11/2025,5/14/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Silfab Solar Inc.,SIL-430QD,21,"$26,518.00 ","$4,262.00 ","$3,196.62 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.03,"6,624.00",,No,Yes,43.1669499,-77.5669911,POINT (-77.5669911 43.1669499)
1/31/2026,0000960066,,,,Hector,Seneca,NY,14841,Lodi,Town,36099950900,Outside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,10/2/2025,10/29/2025,Complete,"Empire Solar Solutions, LLC",No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},29,"HD HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiN-T435NF(BK),29,"$44,881.00 ","$10,092.00 ","$8,199.75 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.61,"13,038.00",,No,Yes,42.6232947,-76.8139114,POINT (-76.8139114 42.6232947)
1/31/2026,0000900654,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/27/2025,5/13/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE6000 [240V],1,Silfab Solar Inc.,SIL-430QD,16,"$24,231.00 ","$5,504.00 ","$4,472 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.88,"7,372.00",,No,Yes,43.247385,-77.5925916,POINT (-77.5925916 43.247385)
1/31/2026,0000931656,,,,Penn Yan,Yates,NY,14527,Torrey,Town,36123150100,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,6/12/2025,11/5/2025,Complete,EVO ENERGY INC,No,Enphase Energy Inc.,IQ8P-72-2-US [240V],32,Silfab Solar Inc.,SIL-440QD,32,"$32,000.00 ","$6,420.00 ","$5,216.64 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,14.08,"9,118.00",,No,No,42.6034394,-76.948305,POINT (-76.948305 42.6034394)
1/31/2026,0000098400,,,,Wolcott,Wayne,NY,14590,Butler,Town,36117021600,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/25/2017,11/2/2017,Complete,Finger Lakes Power Systems LLC DBA QwikSolar,No,SMA Solar Technology,SB6.0-1SP-US-40 (240VAC),3,Hanwha Q CELLS,Q.PLUS-G4.1/SC 285,68,"$41,850.40 ","$10,152.00 ","$2,400 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,19.38,"23,052.00",,No,Yes,43.1712677,-76.8325485,POINT (-76.8325485 43.1712677)
1/31/2026,0000039157,4555-79048,,,Rochester,Monroe,NY,14609,Rochester,City,36055005800,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/28/2015,2/29/2016,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),10,LG Electronics Solar Cell Division,LG305N1C-B3,10,"$11,206.00 ","$3,050.00 ","$1,525 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.05,"3,668.00",No,No,Yes,43.1669499,-77.5669911,POINT (-77.5669911 43.1669499)
